video_id,video_title,channel_id,channel_title,publish_date,view_count,like_count,comment_count,duration,has_transcript,youtube_url,transcript_source
hZLYTMt5bNA,"北京天安門元旦升旗10分鐘全紀錄 ""三大元素""震撼動容畫面曝",中天新聞,中天新聞,2024-01-01,159138,2806,398,,No,https://www.youtube.com/watch?v=hZLYTMt5bNA,
HRN5q6K3hw8,"【全程字幕】賴清德""災難說""被蔡總統”糾正”了! 當場""宣示主權"":憲法不是風險",中天新聞,中天新聞,2024-01-01,178959,2055,1468,,No,https://www.youtube.com/watch?v=HRN5q6K3hw8,
dwFlFsrCcNw,【每日必看】侯友宜女兒照曝光!魔羯正妹黑長髮 一句話感動萬人｜113挺侯康護台灣9幸福 藍元旦升旗號召揮國旗挺國家  20240101,中天新聞,中天新聞,2024-01-01,96500,2372,135,,No,https://www.youtube.com/watch?v=dwFlFsrCcNw,
LlbOuq4oDZ8,"【全程字幕】獲趙少康邀請出席辯論會 賀瓏驚喜現身首度""表態要挺誰""",中天新聞,中天新聞,2024-01-01,352141,5392,753,,No,https://www.youtube.com/watch?v=LlbOuq4oDZ8,
4texTAKiORs,【全程CC字幕】轟賴清德違建耗公帑跟貪瀆沒兩樣! 趙少康: 若當選副總統薪水一毛不領還捐官邸,中天新聞,中天新聞,2024-01-01,56183,2631,396,,No,https://www.youtube.com/watch?v=4texTAKiORs,
sLIvohzS02E,"媒體問""憲法vs.台獨黨綱""誰是神山?誰是災難? 趙少康""稀飯牛排說""霸氣回應:賴清德.台獨.戰爭才是災難",中天新聞,中天新聞,2024-01-01,145671,3453,581,,No,https://www.youtube.com/watch?v=sLIvohzS02E,
RxBqXPmupD8,"後台互動三分鐘畫面曝光! 趙少康.賀瓏互贈小驚喜 齊呼""叫我戰鬥藍""越喊越怪...",中天新聞,中天新聞,2024-01-01,93987,3599,191,,No,https://www.youtube.com/watch?v=RxBqXPmupD8,
Dg2uOcBAB4w,"直攻要害!趙少康直問綠再生能源弊案多 蕭美琴""一度講不下去""還超時",中天新聞,中天新聞,2024-01-01,230203,4083,749,,No,https://www.youtube.com/watch?v=Dg2uOcBAB4w,
qAr_YQ6Nr-Y,日7.6強震狂晃!木製房屋疑遭震垮  超商貨架全倒商品墜地  民眾尖叫竄逃 驚人畫面曝光,中天新聞,中天新聞,2024-01-01,116041,858,195,,No,https://www.youtube.com/watch?v=qAr_YQ6Nr-Y,
Rx_wQrTJBJE,"第一題就被電到""金鑠鑠""?! ""核能.美資來台""蕭美琴一開口....心虛了? 趙少康嗆爆!",中天新聞,中天新聞,2024-01-01,128282,2578,435,,No,https://www.youtube.com/watch?v=Rx_wQrTJBJE,
LC30hwVXYDI,"趙少康蕭美琴""直球對決""!董智森酸""她就是草包!"" | 趙少康辯論會""放大招""?謝寒冰讚有""副總統格局""",中天新聞,中天新聞,2024-01-01,72490,2474,154,,No,https://www.youtube.com/watch?v=LC30hwVXYDI,
3sCVGZzHFoA,駭人!日本能登7.6強震 木製平房倒一片畫面曝光 民眾全哭了....驚見地面裂開瓏起 太嚇人,中天新聞,中天新聞,2024-01-01,111785,788,131,,No,https://www.youtube.com/watch?v=3sCVGZzHFoA,
5DRj87-Kw0w,"趙少康控""出賣台積電""重創蕭美琴?蔡正元酸蕭""讀稿機2.0""",中天新聞,中天新聞,2024-01-01,140491,4407,345,,No,https://www.youtube.com/watch?v=5DRj87-Kw0w,
jn81iV4blBM,陳鳳馨怒了:不要用假民調嚇大家 誰值得信任看歷史紀錄,中天新聞,中天新聞,2024-01-01,208446,6453,1247,,No,https://www.youtube.com/watch?v=jn81iV4blBM,
4XrCPrj-Izo,"趙少康""賀瓏夜夜秀""效果奇佳 謝寒冰分析趙少康""這點""贏了",中天新聞,中天新聞,2024-01-01,124374,4292,342,,No,https://www.youtube.com/watch?v=4XrCPrj-Izo,
lEwOTwLKNZA,2024開場驚滔駭浪 日本7.6強震急發大海嘯警報 介文汲驚呼地都震成波浪狀 郭正亮曝這些網紅在日本,中天新聞,中天新聞,2024-01-01,83033,1266,178,,No,https://www.youtube.com/watch?v=lEwOTwLKNZA,
EA1D_J_0bIc,"【每日必看】日本能登7.6強震恐是""餘震"" 不排除地下水釀禍｜日本強震已3死! 災民面臨零下低溫考驗 20240102",中天新聞,中天新聞,2024-01-01,69941,749,138,,No,https://www.youtube.com/watch?v=EA1D_J_0bIc,
_uL4gLTu0ys,"【每日必看】趙辯論火力驚人嚇到綠營! 郭正亮:很多都打到要害｜""賴皮寮""浪費公帑?國安局:每月租金8千 網:又是做功德? 20240102",中天新聞,中天新聞,2024-01-02,87098,2694,211,,No,https://www.youtube.com/watch?v=_uL4gLTu0ys,
5LlLIQXoLds,【每日必看】50萬票決勝負? 看完2024總統民調 郭正亮驚爆:他怕了｜副總統辯論後 TVBS封關民調震撼出爐 侯賴差距驚人 20240102,中天新聞,中天新聞,2024-01-02,58434,1194,389,,No,https://www.youtube.com/watch?v=5LlLIQXoLds,
Ffx2e7Yq_CM,【每日必看】聯合報封關民調跌破眼鏡! 中間選民態度變了｜怎麼說服朋友投票? 陳鳳馨舉3大理由:為了台灣 20240102,中天新聞,中天新聞,2024-01-02,98890,3400,501,,No,https://www.youtube.com/watch?v=Ffx2e7Yq_CM,
-4g6IKnHr5k,"副總統辯論會""瞇眼低頭""被抓包?! 賀瓏真的睡著了? 詭計曝光",中天新聞,中天新聞,2024-01-02,82012,1331,189,,No,https://www.youtube.com/watch?v=-4g6IKnHr5k,
akaLDNDu7Hk,"高端股東名冊曝...逾千名民進黨員還有""這""大咖?! 賴清德轉彎喊公開合約 高端竟囂張撂話 薛瑞元.鄭文燦竟附和 王鴻薇怒嗆笑死人",中天新聞,中天新聞,2024-01-02,174432,4983,672,,No,https://www.youtube.com/watch?v=akaLDNDu7Hk,
dEo1vbKJbH0,"辭中廣不夠?民進黨鴨霸要求""棄股權"" 趙少康怒嗆:你""共產黨""阿",中天新聞,中天新聞,2024-01-02,105516,3057,451,,No,https://www.youtube.com/watch?v=dEo1vbKJbH0,
rmyK3paMkVg,"重磅鐵證曝光!蕭美琴""雙重國籍謎""抓包  張靜點出兩大關鍵  怒斥""絕對謊言""",中天新聞,中天新聞,2024-01-02,68469,2981,420,,No,https://www.youtube.com/watch?v=rmyK3paMkVg,
nNRue0cZ3-Q,"不滿遭指""綠媒""!自由時報嗆踹共 道歉了?趙少康一句話回懟  記者全噴笑",中天新聞,中天新聞,2024-01-02,404512,11816,1081,,No,https://www.youtube.com/watch?v=nNRue0cZ3-Q,
DiiOIgFSvKQ,高端炒股政府背書把百姓當韭菜割?! 陳致曉揭黑幕批民進黨想賺什麼就讓台灣缺什麼 國人染疫身亡賴清德怎沒哭,中天新聞,中天新聞,2024-01-02,79527,4300,538,,No,https://www.youtube.com/watch?v=DiiOIgFSvKQ,
mCvnYIsbUMw,賴清德中華民國災難說!  年輕人嗆:好意思來選總統｜辮子妹街訪,中天新聞,中天新聞,2024-01-02,76066,3022,363,,No,https://www.youtube.com/watch?v=mCvnYIsbUMw,
_K0DBdKGz9U,"網紅賀瓏""加持助攻""侯康?爆歧見!台上""吵起來了""",中天新聞,中天新聞,2024-01-02,113059,3221,788,,No,https://www.youtube.com/watch?v=_K0DBdKGz9U,
8-ArnxALaCg,"不寒而慄了...!民進黨不用玩了?""一數字""曝立委選情 游盈隆大膽預言:這個黨""會大輸"" 席次大崩跌",中天新聞,中天新聞,2024-01-02,238284,4599,517,,No,https://www.youtube.com/watch?v=8-ArnxALaCg,
cfNPuJWoDMk,趙少康戰情室戰力爆表 33分鐘無冷場電爆賴清德 完整字幕版 20240102 @中天新聞CtiNews,中天新聞,中天新聞,2024-01-02,159290,3905,503,,No,https://www.youtube.com/watch?v=cfNPuJWoDMk,
HE6ohRO0g-E,"【每日必看】斷言決勝關鍵! 蔡正元要藍營做一事：侯友宜勝率高｜賴清德""中華民國憲法災難說"" 郭正亮:賴的真心話 20240103",中天新聞,中天新聞,2024-01-03,56215,1374,144,,No,https://www.youtube.com/watch?v=HE6ohRO0g-E,
ZWfUGSamP5U,"高雄鬧區設彈藥庫?國防部道歉""只是規畫""..綠掛""投國民黨=投共""布條?趙少康:選情緊張剩這招?",中天新聞,中天新聞,2024-01-03,109738,3249,588,,No,https://www.youtube.com/watch?v=ZWfUGSamP5U,
1qMn-AFB4FY,"【每日必看】綠委過半危機?游盈隆:驚爆民進黨恐丟15立委""大輸局面""｜大膽預言2024不分區席次! 蔡正元驚爆:他恐當立法院長 20240103",中天新聞,中天新聞,2024-01-03,62913,1285,110,,No,https://www.youtube.com/watch?v=1qMn-AFB4FY,
rB50Bnq1Uk8,"【全程字幕】直球對決""蘭陽青年""精彩QA! 被問""侯友宜該不該辭?""趙少康機智神回",中天新聞,中天新聞,2024-01-03,87360,2326,362,,No,https://www.youtube.com/watch?v=rB50Bnq1Uk8,
9xNckWvqpoA,"""在路上""KUSO版”出發我們去賴皮寮""! 亮哥""神來一句""鯊鯊主播秒笑歪 @politiciansong",中天新聞,中天新聞,2024-01-03,61088,1445,255,,No,https://www.youtube.com/watch?v=9xNckWvqpoA,
a1CZTJBrBCg,"直球對決""賀瓏""!趙少康""秀""出底氣  全網""火""了!郭正亮:他""信手拈來""｜熱搜發燒榜",中天新聞,中天新聞,2024-01-03,148418,4646,227,,No,https://www.youtube.com/watch?v=a1CZTJBrBCg,
kXF4B9Lhy_s,"羅致政""謎片""傷選情? 郭正亮舉""這件事""恐翻盤｜賴清德""兩岸論""惹怒中美! 郭正亮:""蔡媽媽""很頭痛..",中天新聞,中天新聞,2024-01-03,116033,2828,129,,No,https://www.youtube.com/watch?v=kXF4B9Lhy_s,
DiK9ahczzRM,"這裡有「片」也有「卦」!一刀斃命?2024大選""最後3天""將有大驚奇發生?郭正亮預言:""救心藥""要隨身帶...爆!羅致政稱謎片是""深偽造假""?專業分析曝光!",中天新聞,中天新聞,2024-01-03,95949,2209,202,,No,https://www.youtube.com/watch?v=DiK9ahczzRM,
U0PC1rU2bUw,"羅致政稱謎片""深偽""造假?! 蔡正元曝""關鍵鐵證""狠打臉",中天新聞,中天新聞,2024-01-03,71281,1905,219,,No,https://www.youtube.com/watch?v=U0PC1rU2bUw,
r8sbX_3iM_U,"""性""賴台灣+1?!蔡正元:看過朋友都說是本人?!傷選情?郭正亮:賴清德沒招了?",中天新聞,中天新聞,2024-01-03,172323,3192,326,,No,https://www.youtube.com/watch?v=r8sbX_3iM_U,
upOLTWfUYas,"【全程字幕】""這些年你過得好嗎?""金鐘影帝話中有話! 李天柱:每人心中都有一把尺!是時候該改變了",中天新聞,中天新聞,2024-01-04,61518,3382,500,,No,https://www.youtube.com/watch?v=upOLTWfUYas,
I3hSt-zsn-M,"晶華緋聞亂爆料等不到正義...張淑娟看清背後真相嗆問賴清德.吳思瑤 痛斥周玉蔻""黑色媒體人""",中天新聞,中天新聞,2024-01-04,83554,3319,249,,No,https://www.youtube.com/watch?v=I3hSt-zsn-M,
Bxr19B3EdYQ,"赴陸""尋根""卻遭檢調""查水表""..退休員警""現身說法""怒轟""欺負客家人""!",中天新聞,中天新聞,2024-01-04,66706,3765,372,,No,https://www.youtube.com/watch?v=Bxr19B3EdYQ,
MXPy-QFe37k,"【全程字幕】精彩批判!""正氣俠女""區桂芝靈魂拷問賴清德 要他""清清白白辨別切切實實覺悟""",中天新聞,中天新聞,2024-01-04,96807,6517,489,,No,https://www.youtube.com/watch?v=MXPy-QFe37k,
rweRopOV3oo,"輔選站台第一人!謝龍介誓拚翻轉宜蘭許下""重大承諾"" 喊韓國瑜告急”還差2票”",中天新聞,中天新聞,2024-01-04,59159,2664,102,,No,https://www.youtube.com/watch?v=rweRopOV3oo,
k8Y_gtQfGZc,"改變的時候到了!謝龍介高呼""六字""全場嗨爆 | 曝南部鄉親都""覺醒了""!龍介仙帶動全場""翻了啦!""",中天新聞,中天新聞,2024-01-04,110569,5338,337,,No,https://www.youtube.com/watch?v=k8Y_gtQfGZc,
qA9EO-tpmDo,"【全程CC字幕】痛批綠營貪腐""撈夠了""!韓國瑜率萬人問""民進黨呷飽嘸""? | 綠批侯""賣台""好笑到極限!韓國瑜:像講我滿頭秀髮",中天新聞,中天新聞,2024-01-04,127429,5007,360,,No,https://www.youtube.com/watch?v=qA9EO-tpmDo,
gbZT040Sf90,基隆空拍旗海太震撼 侯友宜合體韓國瑜!轟賴清德戰爭引爆者,中天新聞,中天新聞,2024-01-04,66743,3208,449,,No,https://www.youtube.com/watch?v=gbZT040Sf90,
kpUtxfbWUZE,民進黨抹黑廣告侵權竟還惡人先告狀! 趙少康:目無法紀的政黨什麼事都敢幹｜聯合政府算計深? 趙少康一句話打臉柯文哲,中天新聞,中天新聞,2024-01-05,97861,2548,304,,No,https://www.youtube.com/watch?v=kpUtxfbWUZE,
Pa243Og3Zdo,"【全程字幕】為何不惜動用國家機器也要""卡管""? 楊渡揭開民進黨不能說的秘密",中天新聞,中天新聞,2024-01-05,392781,14733,1018,,No,https://www.youtube.com/watch?v=Pa243Og3Zdo,
P5XSxKxVc5E,突襲丈量賴皮寮沒通知代理人? 新北市府再曝一關鍵打臉賴陣營,中天新聞,中天新聞,2024-01-05,60939,2170,279,,No,https://www.youtube.com/watch?v=P5XSxKxVc5E,
4L6ZWjev5bo,"再爆高端黑幕! 侯漢廷曝高端股東捐441萬政治獻金全進""這些人""口袋",中天新聞,中天新聞,2024-01-05,61708,2027,246,,No,https://www.youtube.com/watch?v=4L6ZWjev5bo,
DfwyKBFaCII,"只剩""兩種票""可以改變選舉結果! ""綠創黨元老""重磅表態:我決定投侯友宜!",中天新聞,中天新聞,2024-01-05,135817,5212,466,,No,https://www.youtube.com/watch?v=DfwyKBFaCII,
INCwQBjvCqM,"太震撼!阿北柯文哲彰化街掃  被""這一幕""感動到""說不出話來""........",中天新聞,中天新聞,2024-01-05,145373,4394,545,,No,https://www.youtube.com/watch?v=INCwQBjvCqM,
BTeINO2f-qM,"辣個男人太暖了!經過""榮民之家""  韓國瑜見""這一幕"".....為了""他""緊急下車了",中天新聞,中天新聞,2024-01-05,263955,9599,467,,No,https://www.youtube.com/watch?v=BTeINO2f-qM,
gC9X2mgFK8c,集中選票支持侯康! 韓國瑜重大宣示:不要被誤導! 沒有總統柯文哲.院長韓國瑜的可能!,中天新聞,中天新聞,2024-01-05,68477,2529,2117,,No,https://www.youtube.com/watch?v=gC9X2mgFK8c,
ERkfrxo2lpw,"【全程CC字幕】台南人""寵壞民進黨""太久! 韓國瑜喊話""該覺醒了"":集中選票力挺侯康配!",中天新聞,中天新聞,2024-01-05,57510,2589,276,,No,https://www.youtube.com/watch?v=ERkfrxo2lpw,
AcEw75ZR5UU,"挺侯康!蔣萬安旋風掃台南! 轟民進黨弊案""把台灣人當傻瓜""!",中天新聞,中天新聞,2024-01-05,110645,4588,490,,No,https://www.youtube.com/watch?v=AcEw75ZR5UU,
D52MGT6UTuA,"小英拜廟""態度丕變""?真相太驚人!彭文正拆解民進黨8年執政""恐怖下場"" 預告兩岸危險的還在後頭....｜熱搜發燒榜",中天新聞,中天新聞,2024-01-05,82261,2580,179,,No,https://www.youtube.com/watch?v=D52MGT6UTuA,
RjPqNC2LSlU,賴清德守不住了 侯友宜台南場子爆場! 5萬人手機燈海太震撼,中天新聞,中天新聞,2024-01-05,88019,4238,1088,,No,https://www.youtube.com/watch?v=RjPqNC2LSlU,
Z4vB4bcfEo8,"薛瑞元密會潘孟安""滅證""? 郭正亮點出""三件事""麻煩大了 直言:民進黨步步敗亡軌跡越來越明顯",中天新聞,中天新聞,2024-01-05,172801,4742,224,,No,https://www.youtube.com/watch?v=Z4vB4bcfEo8,
1495h771OD8,小編爆推 管中閔20分鐘演說無冷場 比司馬中原鬼故事更可怕!!蔡政府綠色恐怖殺人事件?!,中天新聞,中天新聞,2024-01-05,397674,20809,1281,,No,https://www.youtube.com/watch?v=1495h771OD8,
TdlmuHXqEwI,"演講提比年輕人早不滿國民黨""被作文章""! 趙少康還原始末:讓侯康當選才能改造國民黨",中天新聞,中天新聞,2024-01-06,64946,2206,266,,No,https://www.youtube.com/watch?v=TdlmuHXqEwI,
xf9S8fH61lU,【每日必看】侯康選情風向變化? 沈富雄:這3天裡票在移動｜號召韓粉歸隊!韓國瑜:你們疼愛民進黨太久了 20240106,中天新聞,中天新聞,2024-01-06,68725,1691,263,,No,https://www.youtube.com/watch?v=xf9S8fH61lU,
Jc102nU_fos,"翻轉深綠票倉成功?! 郭正亮曝:""這兩區""基本盤恐生變..",中天新聞,中天新聞,2024-01-06,130253,3945,209,,No,https://www.youtube.com/watch?v=Jc102nU_fos,
ajJlnpB1iSE,"「燃!」謝龍介霸氣控場  台南只有""他""HOLD得住!連勝文嗆爆新潮流  怒譙:民進黨才是""黑金""!",中天新聞,中天新聞,2024-01-06,105259,3138,201,,No,https://www.youtube.com/watch?v=ajJlnpB1iSE,
uERxQ1H_99c,"韓國瑜""神諭""撇謠言!黃揚明:冒牌乩童在""衝X小""",中天新聞,中天新聞,2024-01-06,74923,2849,520,,No,https://www.youtube.com/watch?v=uERxQ1H_99c,
Oig9QiTcsSA,韓國瑜喊話柯粉 柯文哲不會贏 集中選票投侯康,中天新聞,中天新聞,2024-01-06,243456,10600,5822,,No,https://www.youtube.com/watch?v=Oig9QiTcsSA,
QCxFofDfOCE,卡管案秘辛 蔡政府往死裡打 管中閔差點... 楊渡點名兇手,中天新聞,中天新聞,2024-01-06,56365,3604,233,,No,https://www.youtube.com/watch?v=QCxFofDfOCE,
fyuZEaqNVPk,"畫面太震撼!這個男人太狠了 柯文哲到台中 ""人潮爆了""一鏡到底看不到盡頭..",中天新聞,中天新聞,2024-01-06,67993,3549,779,,No,https://www.youtube.com/watch?v=fyuZEaqNVPk,
bK8VeZkbDgY,"太過癮了! 趙少康連三嗆民進黨""在路上"" 是在貪腐路上!是戰爭路上!是危險路上!",中天新聞,中天新聞,2024-01-06,61121,2530,276,,No,https://www.youtube.com/watch?v=bK8VeZkbDgY,
AcJy2ZbsvM4,"怕蔡壁如當副院長? 蔡正元爆黃珊珊極沒安全感 郭正亮曝台中這戰最大受益者是""他""!",中天新聞,中天新聞,2024-01-06,152780,4029,413,,No,https://www.youtube.com/watch?v=AcJy2ZbsvM4,
vbsXFJvknsA,"賴清德你別做夢了! 郭正亮爆這民進黨南部票倉""兩大破口"" 直言賴在走衰運",中天新聞,中天新聞,2024-01-06,125364,3189,216,,No,https://www.youtube.com/watch?v=vbsXFJvknsA,
fvV2tA2RJyc,喪盡天亮! 蔡正元爆賴清德犯致命錯誤 侯友宜快猛打這題!,中天新聞,中天新聞,2024-01-06,83950,2283,262,,No,https://www.youtube.com/watch?v=fvV2tA2RJyc,
7UFn0Y3bxcw,柯文哲燃燒小宇宙 吶喊沸騰全台小草,中天新聞,中天新聞,2024-01-06,57675,3902,657,,No,https://www.youtube.com/watch?v=7UFn0Y3bxcw,
RWS1vP8pTqg,【每日必看】侯康桃園造勢超震撼! 萬人塞爆會場狂揮國旗喊凍蒜｜韓國瑜:賴清德沒資格選總統 籲柯粉票投侯友宜 20240107,中天新聞,中天新聞,2024-01-06,92587,4382,1003,,No,https://www.youtube.com/watch?v=RWS1vP8pTqg,
-4OVP91E8lk,"嗆聲黃珊珊快擬合約! 吳子嘉預言2024大選""這結果"" 如果不是捐五千萬做公益",中天新聞,中天新聞,2024-01-07,191739,4181,2466,,No,https://www.youtube.com/watch?v=-4OVP91E8lk,
imzE9jOmc48,"趙少康重大喊話國台辦! 轉告解放軍別擾台""未來一週 請台海和平""",中天新聞,中天新聞,2024-01-07,101266,2584,634,,No,https://www.youtube.com/watch?v=imzE9jOmc48,
gXjrCWsGPNk,"掃街被民眾包圍氣氛""瞬間炸裂"" 吳欣盈""一秒變身""豁出去了",中天新聞,中天新聞,2024-01-07,129367,7790,1115,,No,https://www.youtube.com/watch?v=gXjrCWsGPNk,
4V4PsfDpeOw,"""旗海貪食蛇""侯友宜中壢街掃驚見""勝選吉兆"" 預告高雄神秘嘉賓將登場",中天新聞,中天新聞,2024-01-07,59852,2798,272,,No,https://www.youtube.com/watch?v=4V4PsfDpeOw,
gvTEC2Al9xs,"打中了!藍營拋出""核彈級爆料""比""賴皮寮""嚴重百倍 凌濤:恐是綠營選戰倒數最大破口",中天新聞,中天新聞,2024-01-07,93946,3903,304,,No,https://www.youtube.com/watch?v=gvTEC2Al9xs,
aVUE3XfgXis,"驚爆民眾黨內亂""因這事"" 歷史哥:這兩人1年沒同台",中天新聞,中天新聞,2024-01-07,83326,3170,542,,No,https://www.youtube.com/watch?v=aVUE3XfgXis,
t5Ctvowl-Hk,"柯文哲爆韓空氣槍說""私下說法不同""?趙少康:韓國瑜""也許是騙他.安慰他""!",中天新聞,中天新聞,2024-01-07,58006,1775,412,,No,https://www.youtube.com/watch?v=t5Ctvowl-Hk,
F4bQQJyOzm8,【全程影音】不只禮義廉恥! 家長半夜傳訊 學生電梯叫囂 區桂芝嘆社會對忠孝仁愛缺少真正的認識:品德應從家庭教育開始,中天新聞,中天新聞,2024-01-07,287799,13934,1884,,No,https://www.youtube.com/watch?v=F4bQQJyOzm8,
ydBrI16humA,"""讓選票爆炸出去""!韓國瑜重返高雄""打臉邁""撂話""陳其邁直接來找我""",中天新聞,中天新聞,2024-01-07,175309,8040,585,,No,https://www.youtube.com/watch?v=ydBrI16humA,
bXtZzr_0Wlk,"首站台""連韓都讚聲""!管中閔挺侯喊""一心願.三個一定""!哽咽怒吼:""用選票讓這群人滾蛋""",中天新聞,中天新聞,2024-01-07,125995,7184,614,,No,https://www.youtube.com/watch?v=bXtZzr_0Wlk,
SJT-6B1B9vU,【每日必看】侯康選情風向恐有巨變! 沈富雄爆:票在移動｜佳芬姐姐來了! 韓國瑜夫人現身嘉義陪拜票 人氣夯｜20240107｜辣晚報,中天新聞,中天新聞,2024-01-07,169293,4500,367,,No,https://www.youtube.com/watch?v=SJT-6B1B9vU,
YVPbt74DmpA,【每日必看】趙少康掃街遇襲！主張「火鍋不可加芋頭」立委候選人鬧場　遭壓制上銬逮捕 20240107,中天新聞,中天新聞,2024-01-07,65365,855,183,,No,https://www.youtube.com/watch?v=YVPbt74DmpA,
Uw5UiqbPbjM,韓國瑜喊他回頭 董智森:這戰國民黨若沒贏 他的這群朋友都會遭殃,中天新聞,中天新聞,2024-01-07,87219,2867,326,,No,https://www.youtube.com/watch?v=Uw5UiqbPbjM,
H9O1SWCjmdg,蔣萬安高雄造勢很幽默:看帥哥看韓國瑜就好 他頭型很漂亮,中天新聞,中天新聞,2024-01-07,98729,3185,377,,No,https://www.youtube.com/watch?v=H9O1SWCjmdg,
34dgpcS9RLI,馬英九高雄造勢凸槌 趙少康笑回賀瓏哏:我們組讀書會 網友撿敬老卡嗨發現動 他答:謝謝.太太找半天,中天新聞,中天新聞,2024-01-07,56016,1166,131,,No,https://www.youtube.com/watch?v=34dgpcS9RLI,
5tK0JQDfUt8,"導播!空拍來了! 謝龍介領12萬藍軍""國旗搖起來""太震撼 小編再看一次還是好感動",中天新聞,中天新聞,2024-01-07,91728,4239,724,,No,https://www.youtube.com/watch?v=5tK0JQDfUt8,
GJqiJ3xM2yw,他很複雜! 郭正亮:柯文哲到處都想沾 檳榔盒外面蓋一個韓國瑜,中天新聞,中天新聞,2024-01-07,77572,2263,858,,No,https://www.youtube.com/watch?v=GJqiJ3xM2yw,
mjC1tjYw4Ro,本片獻給 周末站出來的小草 向你們療癒的笑容致敬,中天新聞,中天新聞,2024-01-07,144311,15526,2420,,No,https://www.youtube.com/watch?v=mjC1tjYw4Ro,
ylUrz_aTX-0,"【每日必看】輔選處女秀魅力不輸韓國瑜 管中閔批民進黨""吃銅吃鐵""｜2024「盧秀燕效應」在台中炸開！郭正亮驚爆：太聰明了 20240108",中天新聞,中天新聞,2024-01-08,115632,3774,231,,No,https://www.youtube.com/watch?v=ylUrz_aTX-0,
-UWdZ_Zh_-w,"打中要害!高端""塗黑部分""曝光! 民眾黨三戰將聯手掀開""黑""箱合約",中天新聞,中天新聞,2024-01-08,105069,3722,474,,No,https://www.youtube.com/watch?v=-UWdZ_Zh_-w,
UcrZFh-L_SI,【每日必看】打錯對象?!25分鐘罵韓國瑜 網友狂酸:賴清德跟誰選啊｜南臺灣的怒吼!侯猛轟：民進黨貪汙、黑金、桃花處處開 20240108,中天新聞,中天新聞,2024-01-08,230246,6077,604,,No,https://www.youtube.com/watch?v=UcrZFh-L_SI,
UYtcAQWA7ws,"蔡英文執政前 沒人懷疑過中選會...李永萍: 中選會主委""李進勇""為綠大將 呼籲全民一起監票",中天新聞,中天新聞,2024-01-08,62448,3749,943,,No,https://www.youtube.com/watch?v=UYtcAQWA7ws,
a8ARqryx8-I,【全程字幕】壓不住了!賴清德最害怕的5分鐘影片流出 民進黨昔日盟友集體站出來反了 feat.區桂芝.陳致曉.蘇偉碩 @pgtw0306,中天新聞,中天新聞,2024-01-08,372584,14874,1071,,No,https://www.youtube.com/watch?v=a8ARqryx8-I,
QjYSWIFplQY,吳子嘉解夢: 柯文哲勢頭最強直向上衝! 賴清德.侯友宜選票都在500萬票以上,中天新聞,中天新聞,2024-01-08,67213,1661,610,,No,https://www.youtube.com/watch?v=QjYSWIFplQY,
GTl_Rpjpllc,春秋戰國一代霸主後裔! 區桂芝超狂身世意外曝光 專訪首談暴紅後遭網軍攻擊心情 @dialogue360,中天新聞,中天新聞,2024-01-08,200838,8507,804,,No,https://www.youtube.com/watch?v=GTl_Rpjpllc,
MecI4UipUxg,"羅致政""謎片""爭議! 年輕人:賴清德選情不妙｜辮子妹街訪",中天新聞,中天新聞,2024-01-08,71570,2042,175,,No,https://www.youtube.com/watch?v=MecI4UipUxg,
Gd_O79i3FXI,"趙少康霸氣承諾""這件事""..全場響起""一片歡呼""｜台灣""不要戰爭""!許淑華喊:我們需要""好的總舵手""",中天新聞,中天新聞,2024-01-08,71143,3116,210,,No,https://www.youtube.com/watch?v=Gd_O79i3FXI,
dMmc3DQecg4,"蔡壁如現身國民黨台中造勢場 疾呼""在野團結翻轉海線""!",中天新聞,中天新聞,2024-01-08,70428,3111,326,,No,https://www.youtube.com/watch?v=dMmc3DQecg4,
jqJmv_h3gnU,"台中因""她""整個炸開了!蔡其昌""挫咧等""?郭正亮讚盧秀燕""最聰明助選員"" !吳子嘉再爆:奠定媽祖婆地位...下一步可能是?｜熱搜發燒榜",中天新聞,中天新聞,2024-01-08,149825,4296,162,,No,https://www.youtube.com/watch?v=jqJmv_h3gnU,
NJhuebVytmY,"【每日必看】2024""盧秀燕效應""在台中突炸開! 郭正亮:太聰明｜輔選觸女秀魅力不輸韓國瑜 管中閔批民進黨""吃銅吃鐵""｜20240108｜辣晚報",中天新聞,中天新聞,2024-01-08,111400,3927,294,,No,https://www.youtube.com/watch?v=NJhuebVytmY,
9fcfZFyyLy4,"收民眾""小紙條""陳情  最派阿北柯文哲下一秒霸氣回答""這句話""   這一幕...小草們感動了!",中天新聞,中天新聞,2024-01-08,277521,7196,788,,No,https://www.youtube.com/watch?v=9fcfZFyyLy4,
X6FtW0F5gk8,"急了?!辯論被電爆  賴清德控淪""詐騙造謠平台""  趙少康一聽噴笑:他""詞窮了""才這樣...",中天新聞,中天新聞,2024-01-08,87632,1867,164,,No,https://www.youtube.com/watch?v=X6FtW0F5gk8,
iSO7JqBk5Ds,"【全程字幕】區桂芝痛斥""學霸現象""罵盡無恥官員 再戳""假民主假自由"" 拿蔡英文對比陳樹菊""神打臉""",中天新聞,中天新聞,2024-01-08,250359,16664,1584,,No,https://www.youtube.com/watch?v=iSO7JqBk5Ds,
